episode,score,mean_20,mean_100,epsilon,loss
1,0,0.0,0.0,0.01,49.12117576599121
2,0,0.0,0.0,0.01,49.12117576599121
3,0,0.0,0.0,0.01,49.12117576599121
4,0,0.0,0.0,0.01,49.12117576599121
5,0,0.0,0.0,0.01,49.12117576599121
6,1,0.16666666666666666,0.16666666666666666,0.01,49.12117576599121
7,0,0.14285714285714285,0.14285714285714285,0.01,49.12117576599121
8,0,0.125,0.125,0.01,49.12117576599121
9,0,0.1111111111111111,0.1111111111111111,0.01,49.12117576599121
10,0,0.1,0.1,0.01,49.12117576599121
11,1,0.18181818181818182,0.18181818181818182,0.01,49.12117576599121
12,0,0.16666666666666666,0.16666666666666666,0.01,49.12117576599121
13,1,0.23076923076923078,0.23076923076923078,0.01,49.12117576599121
14,0,0.21428571428571427,0.21428571428571427,0.01,49.12117576599121
15,0,0.2,0.2,0.01,49.12117576599121
16,0,0.1875,0.1875,0.01,49.12117576599121
17,0,0.17647058823529413,0.17647058823529413,0.01,49.12117576599121
18,0,0.16666666666666666,0.16666666666666666,0.01,49.12117576599121
19,0,0.15789473684210525,0.15789473684210525,0.01,49.12117576599121
20,0,0.15,0.15,0.01,49.12117576599121
21,0,0.15,0.14285714285714285,0.01,49.12117576599121
22,0,0.15,0.13636363636363635,0.01,49.12117576599121
23,0,0.15,0.13043478260869565,0.01,49.12117576599121
24,0,0.15,0.125,0.01,49.12117576599121
25,0,0.15,0.12,0.01,49.12117576599121
26,0,0.1,0.11538461538461539,0.01,49.12117576599121
27,0,0.1,0.1111111111111111,0.01,49.12117576599121
28,0,0.1,0.10714285714285714,0.01,49.12117576599121
29,0,0.1,0.10344827586206896,0.01,49.12117576599121
30,0,0.1,0.1,0.01,49.12117576599121
31,0,0.05,0.0967741935483871,0.01,49.12117576599121
32,0,0.05,0.09375,0.01,49.12117576599121
33,0,0.0,0.09090909090909091,0.01,15.868959903717041
34,0,0.0,0.08823529411764706,0.01,31.09402084350586
35,0,0.0,0.08571428571428572,0.01,31.09402084350586
36,0,0.0,0.08333333333333333,0.01,31.09402084350586
37,0,0.0,0.08108108108108109,0.01,31.09402084350586
38,0,0.0,0.07894736842105263,0.01,31.09402084350586
39,0,0.0,0.07692307692307693,0.01,31.09402084350586
40,0,0.0,0.075,0.01,31.09402084350586
41,0,0.0,0.07317073170731707,0.01,31.09402084350586
42,0,0.0,0.07142857142857142,0.01,31.09402084350586
43,0,0.0,0.06976744186046512,0.01,31.09402084350586
44,0,0.0,0.06818181818181818,0.01,31.09402084350586
45,0,0.0,0.06666666666666667,0.01,31.09402084350586
46,0,0.0,0.06521739130434782,0.01,31.09402084350586
47,0,0.0,0.06382978723404255,0.01,31.09402084350586
48,0,0.0,0.0625,0.01,31.09402084350586
49,1,0.05,0.08163265306122448,0.01,31.09402084350586
50,0,0.05,0.08,0.01,31.09402084350586
51,0,0.05,0.0784313725490196,0.01,31.09402084350586
52,0,0.05,0.07692307692307693,0.01,31.09402084350586
53,0,0.05,0.07547169811320754,0.01,31.09402084350586
54,1,0.1,0.09259259259259259,0.01,31.09402084350586
55,1,0.15,0.10909090909090909,0.01,31.09402084350586
56,0,0.15,0.10714285714285714,0.01,31.09402084350586
57,0,0.15,0.10526315789473684,0.01,31.09402084350586
58,0,0.15,0.10344827586206896,0.01,31.09402084350586
59,0,0.15,0.1016949152542373,0.01,31.09402084350586
60,0,0.15,0.1,0.01,31.09402084350586
61,0,0.15,0.09836065573770492,0.01,31.09402084350586
62,0,0.15,0.0967741935483871,0.01,31.09402084350586
63,0,0.15,0.09523809523809523,0.01,31.09402084350586
64,0,0.15,0.09375,0.01,31.09402084350586
65,0,0.15,0.09230769230769231,0.01,26.003319263458252
66,0,0.15,0.09090909090909091,0.01,28.158201217651367
67,1,0.2,0.1044776119402985,0.01,28.158201217651367
68,0,0.2,0.10294117647058823,0.01,28.158201217651367
69,0,0.15,0.10144927536231885,0.01,28.158201217651367
70,0,0.15,0.1,0.01,28.158201217651367
71,0,0.15,0.09859154929577464,0.01,28.158201217651367
72,0,0.15,0.09722222222222222,0.01,28.158201217651367
73,0,0.15,0.0958904109589041,0.01,28.158201217651367
74,0,0.1,0.0945945945945946,0.01,34.48900604248047
75,0,0.05,0.09333333333333334,0.01,34.48900604248047
76,0,0.05,0.09210526315789473,0.01,34.48900604248047
77,0,0.05,0.09090909090909091,0.01,34.48900604248047
78,0,0.05,0.08974358974358974,0.01,34.48900604248047
79,0,0.05,0.08860759493670886,0.01,34.48900604248047
80,0,0.05,0.0875,0.01,34.48900604248047
81,0,0.05,0.08641975308641975,0.01,34.48900604248047
82,0,0.05,0.08536585365853659,0.01,34.48900604248047
83,0,0.05,0.08433734939759036,0.01,34.48900604248047
84,0,0.05,0.08333333333333333,0.01,34.48900604248047
85,0,0.05,0.08235294117647059,0.01,34.48900604248047
86,0,0.05,0.08139534883720931,0.01,34.48900604248047
87,0,0.0,0.08045977011494253,0.01,34.48900604248047
88,0,0.0,0.07954545454545454,0.01,34.48900604248047
89,0,0.0,0.07865168539325842,0.01,34.48900604248047
90,0,0.0,0.07777777777777778,0.01,34.48900604248047
91,0,0.0,0.07692307692307693,0.01,34.48900604248047
92,0,0.0,0.07608695652173914,0.01,34.48900604248047
93,0,0.0,0.07526881720430108,0.01,34.48900604248047
94,0,0.0,0.07446808510638298,0.01,34.48900604248047
95,0,0.0,0.07368421052631578,0.01,34.48900604248047
96,0,0.0,0.07291666666666667,0.01,34.48900604248047
97,0,0.0,0.07216494845360824,0.01,26.954524993896484
98,0,0.0,0.07142857142857142,0.01,36.7504620552063
99,0,0.0,0.0707070707070707,0.01,36.7504620552063
100,0,0.0,0.07,0.01,36.7504620552063
101,0,0.0,0.07,0.01,36.7504620552063
102,0,0.0,0.07,0.01,36.7504620552063
103,0,0.0,0.07,0.01,36.7504620552063
104,0,0.0,0.07,0.01,36.7504620552063
105,1,0.05,0.08,0.01,36.7504620552063
106,0,0.05,0.07,0.01,45.112239837646484
107,0,0.05,0.07,0.01,45.112239837646484
108,0,0.05,0.07,0.01,45.112239837646484
109,0,0.05,0.07,0.01,45.112239837646484
110,0,0.05,0.07,0.01,45.112239837646484
111,0,0.05,0.06,0.01,45.112239837646484
112,0,0.05,0.06,0.01,45.112239837646484
113,0,0.05,0.05,0.01,45.112239837646484
114,0,0.05,0.05,0.01,45.112239837646484
115,0,0.05,0.05,0.01,45.112239837646484
116,0,0.05,0.05,0.01,45.112239837646484
117,0,0.05,0.05,0.01,45.112239837646484
118,0,0.05,0.05,0.01,45.112239837646484
119,0,0.05,0.05,0.01,45.112239837646484
120,0,0.05,0.05,0.01,45.112239837646484
121,0,0.05,0.05,0.01,45.112239837646484
122,0,0.05,0.05,0.01,45.112239837646484
123,0,0.05,0.05,0.01,45.112239837646484
124,0,0.05,0.05,0.01,45.112239837646484
125,0,0.0,0.05,0.01,45.112239837646484
126,0,0.0,0.05,0.01,45.112239837646484
127,0,0.0,0.05,0.01,45.112239837646484
128,0,0.0,0.05,0.01,45.112239837646484
129,0,0.0,0.05,0.01,38.854933738708496
130,0,0.0,0.05,0.01,43.191351890563965
131,0,0.0,0.05,0.01,43.191351890563965
132,0,0.0,0.05,0.01,43.191351890563965
133,0,0.0,0.05,0.01,43.191351890563965
134,0,0.0,0.05,0.01,43.191351890563965
135,0,0.0,0.05,0.01,43.191351890563965
136,0,0.0,0.05,0.01,43.191351890563965
137,0,0.0,0.05,0.01,43.191351890563965
138,0,0.0,0.05,0.01,40.76194953918457
139,0,0.0,0.05,0.01,40.76194953918457
140,0,0.0,0.05,0.01,40.76194953918457
141,0,0.0,0.05,0.01,40.76194953918457
142,0,0.0,0.05,0.01,40.76194953918457
143,0,0.0,0.05,0.01,40.76194953918457
144,0,0.0,0.05,0.01,40.76194953918457
145,0,0.0,0.05,0.01,40.76194953918457
146,0,0.0,0.05,0.01,40.76194953918457
147,0,0.0,0.05,0.01,40.76194953918457
148,0,0.0,0.05,0.01,40.76194953918457
149,0,0.0,0.04,0.01,40.76194953918457
150,0,0.0,0.04,0.01,40.76194953918457
151,0,0.0,0.04,0.01,40.76194953918457
152,0,0.0,0.04,0.01,40.76194953918457
153,0,0.0,0.04,0.01,40.76194953918457
154,0,0.0,0.03,0.01,40.76194953918457
155,0,0.0,0.02,0.01,40.76194953918457
156,0,0.0,0.02,0.01,40.76194953918457
157,0,0.0,0.02,0.01,40.76194953918457
158,0,0.0,0.02,0.01,40.76194953918457
159,0,0.0,0.02,0.01,40.76194953918457
160,0,0.0,0.02,0.01,40.76194953918457
161,0,0.0,0.02,0.01,47.69687271118164
162,0,0.0,0.02,0.01,44.07204532623291
163,0,0.0,0.02,0.01,44.07204532623291
164,0,0.0,0.02,0.01,44.07204532623291
165,0,0.0,0.02,0.01,44.07204532623291
166,0,0.0,0.02,0.01,44.07204532623291
167,0,0.0,0.01,0.01,44.07204532623291
168,0,0.0,0.01,0.01,44.07204532623291
169,0,0.0,0.01,0.01,44.07204532623291
170,0,0.0,0.01,0.01,43.67597007751465
171,0,0.0,0.01,0.01,43.67597007751465
172,0,0.0,0.01,0.01,43.67597007751465
173,0,0.0,0.01,0.01,43.67597007751465
174,0,0.0,0.01,0.01,43.67597007751465
175,0,0.0,0.01,0.01,43.67597007751465
176,0,0.0,0.01,0.01,43.67597007751465
177,1,0.05,0.02,0.01,43.67597007751465
178,0,0.05,0.02,0.01,43.67597007751465
179,0,0.05,0.02,0.01,43.67597007751465
180,0,0.05,0.02,0.01,43.67597007751465
181,0,0.05,0.02,0.01,43.67597007751465
182,0,0.05,0.02,0.01,43.67597007751465
183,0,0.05,0.02,0.01,43.67597007751465
184,0,0.05,0.02,0.01,43.67597007751465
185,0,0.05,0.02,0.01,43.67597007751465
186,0,0.05,0.02,0.01,43.67597007751465
187,0,0.05,0.02,0.01,43.67597007751465
188,0,0.05,0.02,0.01,43.67597007751465
189,0,0.05,0.02,0.01,43.67597007751465
190,0,0.05,0.02,0.01,43.67597007751465
191,0,0.05,0.02,0.01,43.67597007751465
192,0,0.05,0.02,0.01,43.67597007751465
193,0,0.05,0.02,0.01,37.96249294281006
194,0,0.05,0.02,0.01,36.536924839019775
195,0,0.05,0.02,0.01,36.536924839019775
196,0,0.05,0.02,0.01,36.536924839019775
197,0,0.0,0.02,0.01,36.536924839019775
198,0,0.0,0.02,0.01,36.536924839019775
199,0,0.0,0.02,0.01,36.536924839019775
200,0,0.0,0.02,0.01,36.536924839019775
201,0,0.0,0.02,0.01,36.536924839019775
202,0,0.0,0.02,0.01,34.288724422454834
203,0,0.0,0.02,0.01,34.288724422454834
204,0,0.0,0.02,0.01,34.288724422454834
205,0,0.0,0.01,0.01,34.288724422454834
206,0,0.0,0.01,0.01,34.288724422454834
207,0,0.0,0.01,0.01,34.288724422454834
208,0,0.0,0.01,0.01,34.288724422454834
209,0,0.0,0.01,0.01,34.288724422454834
210,0,0.0,0.01,0.01,34.288724422454834
211,0,0.0,0.01,0.01,34.288724422454834
212,0,0.0,0.01,0.01,34.288724422454834
213,0,0.0,0.01,0.01,34.288724422454834
214,0,0.0,0.01,0.01,34.288724422454834
215,0,0.0,0.01,0.01,34.288724422454834
216,0,0.0,0.01,0.01,34.288724422454834
217,0,0.0,0.01,0.01,34.288724422454834
218,0,0.0,0.01,0.01,34.288724422454834
219,0,0.0,0.01,0.01,34.288724422454834
220,0,0.0,0.01,0.01,34.288724422454834
221,0,0.0,0.01,0.01,34.288724422454834
222,0,0.0,0.01,0.01,34.288724422454834
223,0,0.0,0.01,0.01,34.288724422454834
224,0,0.0,0.01,0.01,34.288724422454834
225,0,0.0,0.01,0.01,26.830689430236816
226,0,0.0,0.01,0.01,31.671541213989258
227,0,0.0,0.01,0.01,31.671541213989258
228,0,0.0,0.01,0.01,31.671541213989258
229,0,0.0,0.01,0.01,31.671541213989258
230,0,0.0,0.01,0.01,31.671541213989258
231,0,0.0,0.01,0.01,31.671541213989258
232,1,0.05,0.02,0.01,31.671541213989258
233,0,0.05,0.02,0.01,31.671541213989258
234,0,0.05,0.02,0.01,26.718953371047974
235,0,0.05,0.02,0.01,26.718953371047974
236,0,0.05,0.02,0.01,26.718953371047974
237,0,0.05,0.02,0.01,26.718953371047974
238,0,0.05,0.02,0.01,26.718953371047974
239,0,0.05,0.02,0.01,26.718953371047974
240,0,0.05,0.02,0.01,26.718953371047974
241,0,0.05,0.02,0.01,26.718953371047974
242,0,0.05,0.02,0.01,26.718953371047974
243,0,0.05,0.02,0.01,26.718953371047974
244,0,0.05,0.02,0.01,26.718953371047974
245,1,0.1,0.03,0.01,26.718953371047974
246,0,0.1,0.03,0.01,26.718953371047974
247,0,0.1,0.03,0.01,26.718953371047974
248,0,0.1,0.03,0.01,26.718953371047974
249,0,0.1,0.03,0.01,26.718953371047974
250,0,0.1,0.03,0.01,26.718953371047974
251,0,0.1,0.03,0.01,26.718953371047974
252,0,0.05,0.03,0.01,26.718953371047974
253,1,0.1,0.04,0.01,26.718953371047974
254,0,0.1,0.04,0.01,26.718953371047974
255,0,0.1,0.04,0.01,26.718953371047974
256,0,0.1,0.04,0.01,26.718953371047974
257,0,0.1,0.04,0.01,25.86253023147583
258,0,0.1,0.04,0.01,20.738680839538574
259,0,0.1,0.04,0.01,20.738680839538574
260,0,0.1,0.04,0.01,20.738680839538574
261,0,0.1,0.04,0.01,20.738680839538574
262,0,0.1,0.04,0.01,20.738680839538574
263,0,0.1,0.04,0.01,20.738680839538574
264,0,0.1,0.04,0.01,20.738680839538574
265,0,0.05,0.04,0.01,20.738680839538574
266,0,0.05,0.04,0.01,20.98428773880005
267,0,0.05,0.04,0.01,20.98428773880005
268,0,0.05,0.04,0.01,20.98428773880005
269,0,0.05,0.04,0.01,20.98428773880005
270,1,0.1,0.05,0.01,20.98428773880005
271,0,0.1,0.05,0.01,20.98428773880005
272,0,0.1,0.05,0.01,20.98428773880005
273,1,0.1,0.06,0.01,20.98428773880005
274,0,0.1,0.06,0.01,20.98428773880005
275,0,0.1,0.06,0.01,20.98428773880005
276,0,0.1,0.06,0.01,20.98428773880005
277,0,0.1,0.05,0.01,20.98428773880005
278,0,0.1,0.05,0.01,20.98428773880005
279,0,0.1,0.05,0.01,20.98428773880005
280,0,0.1,0.05,0.01,20.98428773880005
281,0,0.1,0.05,0.01,20.98428773880005
282,0,0.1,0.05,0.01,20.98428773880005
283,0,0.1,0.05,0.01,20.98428773880005
284,0,0.1,0.05,0.01,20.98428773880005
285,0,0.1,0.05,0.01,20.98428773880005
286,0,0.1,0.05,0.01,20.98428773880005
287,0,0.1,0.05,0.01,20.98428773880005
288,0,0.1,0.05,0.01,20.98428773880005
289,0,0.1,0.05,0.01,20.98428773880005
290,0,0.05,0.05,0.01,18.87026071548462
291,0,0.05,0.05,0.01,18.87026071548462
292,0,0.05,0.05,0.01,18.87026071548462
293,0,0.0,0.05,0.01,18.87026071548462
294,0,0.0,0.05,0.01,18.87026071548462
295,1,0.05,0.06,0.01,18.87026071548462
296,0,0.05,0.06,0.01,18.87026071548462
297,0,0.05,0.06,0.01,18.87026071548462
298,0,0.05,0.06,0.01,18.07356905937195
299,0,0.05,0.06,0.01,18.07356905937195
300,0,0.05,0.06,0.01,18.07356905937195
301,0,0.05,0.06,0.01,18.07356905937195
302,0,0.05,0.06,0.01,18.07356905937195
303,0,0.05,0.06,0.01,18.07356905937195
304,0,0.05,0.06,0.01,18.07356905937195
305,0,0.05,0.06,0.01,18.07356905937195
306,0,0.05,0.06,0.01,18.07356905937195
307,0,0.05,0.06,0.01,18.07356905937195
308,0,0.05,0.06,0.01,18.07356905937195
309,0,0.05,0.06,0.01,18.07356905937195
310,0,0.05,0.06,0.01,18.07356905937195
311,0,0.05,0.06,0.01,18.07356905937195
312,0,0.05,0.06,0.01,18.07356905937195
313,0,0.05,0.06,0.01,18.07356905937195
314,0,0.05,0.06,0.01,18.07356905937195
315,0,0.0,0.06,0.01,18.07356905937195
316,0,0.0,0.06,0.01,18.07356905937195
317,0,0.0,0.06,0.01,18.07356905937195
318,0,0.0,0.06,0.01,18.07356905937195
319,0,0.0,0.06,0.01,18.07356905937195
320,0,0.0,0.06,0.01,18.07356905937195
321,0,0.0,0.06,0.01,18.07356905937195
322,0,0.0,0.06,0.01,21.06723928451538
323,0,0.0,0.06,0.01,21.06723928451538
324,0,0.0,0.06,0.01,21.06723928451538
325,0,0.0,0.06,0.01,21.06723928451538
326,0,0.0,0.06,0.01,21.06723928451538
327,0,0.0,0.06,0.01,21.06723928451538
328,0,0.0,0.06,0.01,21.06723928451538
329,1,0.05,0.07,0.01,21.06723928451538
330,0,0.05,0.07,0.01,21.379156351089478
331,0,0.05,0.07,0.01,21.379156351089478
332,0,0.05,0.06,0.01,21.379156351089478
333,0,0.05,0.06,0.01,21.379156351089478
334,0,0.05,0.06,0.01,21.379156351089478
335,0,0.05,0.06,0.01,21.379156351089478
336,0,0.05,0.06,0.01,21.379156351089478
337,0,0.05,0.06,0.01,21.379156351089478
338,0,0.05,0.06,0.01,21.379156351089478
339,0,0.05,0.06,0.01,21.379156351089478
340,0,0.05,0.06,0.01,21.379156351089478
341,0,0.05,0.06,0.01,21.379156351089478
342,0,0.05,0.06,0.01,21.379156351089478
343,0,0.05,0.06,0.01,21.379156351089478
344,0,0.05,0.06,0.01,21.379156351089478
345,0,0.05,0.05,0.01,21.379156351089478
346,0,0.05,0.05,0.01,21.379156351089478
347,1,0.1,0.06,0.01,21.379156351089478
348,1,0.15,0.07,0.01,21.379156351089478
349,0,0.1,0.07,0.01,21.379156351089478
350,0,0.1,0.07,0.01,21.379156351089478
351,0,0.1,0.07,0.01,21.379156351089478
352,0,0.1,0.07,0.01,21.379156351089478
353,0,0.1,0.06,0.01,21.379156351089478
354,0,0.1,0.06,0.01,22.392821311950684
355,0,0.1,0.06,0.01,22.392821311950684
356,0,0.1,0.06,0.01,22.392821311950684
357,0,0.1,0.06,0.01,22.392821311950684
358,0,0.1,0.06,0.01,22.392821311950684
359,0,0.1,0.06,0.01,22.392821311950684
360,0,0.1,0.06,0.01,22.392821311950684
361,0,0.1,0.06,0.01,22.392821311950684
362,0,0.1,0.06,0.01,27.60532283782959
363,0,0.1,0.06,0.01,27.60532283782959
364,0,0.1,0.06,0.01,27.60532283782959
365,1,0.15,0.07,0.01,27.60532283782959
366,0,0.15,0.07,0.01,27.60532283782959
367,0,0.1,0.07,0.01,27.60532283782959
368,0,0.05,0.07,0.01,27.60532283782959
369,0,0.05,0.07,0.01,27.60532283782959
370,0,0.05,0.06,0.01,27.60532283782959
371,0,0.05,0.06,0.01,27.60532283782959
372,0,0.05,0.06,0.01,27.60532283782959
373,0,0.05,0.05,0.01,27.60532283782959
374,0,0.05,0.05,0.01,27.60532283782959
375,1,0.1,0.06,0.01,27.60532283782959
376,0,0.1,0.06,0.01,27.60532283782959
377,0,0.1,0.06,0.01,27.60532283782959
378,0,0.1,0.06,0.01,27.60532283782959
379,0,0.1,0.06,0.01,27.60532283782959
380,0,0.1,0.06,0.01,27.60532283782959
381,0,0.1,0.06,0.01,27.60532283782959
382,1,0.15,0.07,0.01,27.60532283782959
383,0,0.15,0.07,0.01,27.60532283782959
384,0,0.15,0.07,0.01,27.60532283782959
385,0,0.1,0.07,0.01,27.60532283782959
386,0,0.1,0.07,0.01,17.795751571655273
387,0,0.1,0.07,0.01,17.795751571655273
388,0,0.1,0.07,0.01,17.795751571655273
389,0,0.1,0.07,0.01,17.795751571655273
390,0,0.1,0.07,0.01,17.795751571655273
391,0,0.1,0.07,0.01,17.795751571655273
392,0,0.1,0.07,0.01,17.795751571655273
393,0,0.1,0.07,0.01,17.795751571655273
394,0,0.1,0.07,0.01,27.11078119277954
395,0,0.05,0.06,0.01,27.11078119277954
396,1,0.1,0.07,0.01,27.11078119277954
397,0,0.1,0.07,0.01,27.11078119277954
398,0,0.1,0.07,0.01,27.11078119277954
399,0,0.1,0.07,0.01,27.11078119277954
400,0,0.1,0.07,0.01,27.11078119277954
401,0,0.1,0.07,0.01,27.11078119277954
402,0,0.05,0.07,0.01,27.11078119277954
403,0,0.05,0.07,0.01,27.11078119277954
404,0,0.05,0.07,0.01,27.11078119277954
405,0,0.05,0.07,0.01,27.11078119277954
406,0,0.05,0.07,0.01,27.11078119277954
407,0,0.05,0.07,0.01,27.11078119277954
408,0,0.05,0.07,0.01,27.11078119277954
409,0,0.05,0.07,0.01,27.11078119277954
410,0,0.05,0.07,0.01,27.11078119277954
411,0,0.05,0.07,0.01,27.11078119277954
412,0,0.05,0.07,0.01,27.11078119277954
413,0,0.05,0.07,0.01,27.11078119277954
414,0,0.05,0.07,0.01,27.11078119277954
415,0,0.05,0.07,0.01,27.11078119277954
416,0,0.0,0.07,0.01,27.11078119277954
417,0,0.0,0.07,0.01,27.11078119277954
418,0,0.0,0.07,0.01,27.11078119277954
419,0,0.0,0.07,0.01,27.11078119277954
420,0,0.0,0.07,0.01,27.11078119277954
421,1,0.05,0.08,0.01,27.11078119277954
422,0,0.05,0.08,0.01,27.11078119277954
423,0,0.05,0.08,0.01,27.11078119277954
424,0,0.05,0.08,0.01,27.11078119277954
425,0,0.05,0.08,0.01,27.11078119277954
426,1,0.1,0.09,0.01,26.62536859512329
427,0,0.1,0.09,0.01,26.62536859512329
428,0,0.1,0.09,0.01,26.62536859512329
429,0,0.1,0.08,0.01,26.62536859512329
430,0,0.1,0.08,0.01,26.62536859512329
431,0,0.1,0.08,0.01,26.62536859512329
432,0,0.1,0.08,0.01,26.62536859512329
433,0,0.1,0.08,0.01,26.62536859512329
434,0,0.1,0.08,0.01,26.62536859512329
435,0,0.1,0.08,0.01,26.62536859512329
436,0,0.1,0.08,0.01,26.62536859512329
437,0,0.1,0.08,0.01,26.62536859512329
438,0,0.1,0.08,0.01,26.62536859512329
439,0,0.1,0.08,0.01,26.62536859512329
440,0,0.1,0.08,0.01,26.62536859512329
441,0,0.05,0.08,0.01,26.62536859512329
442,0,0.05,0.08,0.01,26.62536859512329
443,1,0.1,0.09,0.01,26.62536859512329
444,0,0.1,0.09,0.01,26.62536859512329
445,0,0.1,0.09,0.01,26.62536859512329
446,0,0.05,0.09,0.01,26.62536859512329
447,1,0.1,0.09,0.01,26.62536859512329
448,0,0.1,0.08,0.01,26.62536859512329
449,0,0.1,0.08,0.01,26.62536859512329
450,0,0.1,0.08,0.01,26.62536859512329
451,0,0.1,0.08,0.01,26.62536859512329
452,0,0.1,0.08,0.01,26.62536859512329
453,0,0.1,0.08,0.01,26.62536859512329
454,0,0.1,0.08,0.01,26.62536859512329
455,0,0.1,0.08,0.01,26.62536859512329
456,0,0.1,0.08,0.01,26.62536859512329
457,0,0.1,0.08,0.01,26.62536859512329
458,0,0.1,0.08,0.01,18.783531665802002
459,0,0.1,0.08,0.01,18.783531665802002
460,0,0.1,0.08,0.01,18.783531665802002
461,0,0.1,0.08,0.01,18.783531665802002
462,0,0.1,0.08,0.01,18.783531665802002
463,0,0.05,0.08,0.01,18.783531665802002
464,0,0.05,0.08,0.01,18.783531665802002
465,0,0.05,0.07,0.01,18.783531665802002
466,0,0.05,0.07,0.01,18.783531665802002
467,0,0.0,0.07,0.01,18.783531665802002
468,0,0.0,0.07,0.01,18.783531665802002
469,0,0.0,0.07,0.01,18.783531665802002
470,0,0.0,0.07,0.01,18.783531665802002
471,0,0.0,0.07,0.01,18.783531665802002
472,0,0.0,0.07,0.01,18.783531665802002
473,0,0.0,0.07,0.01,18.783531665802002
474,0,0.0,0.07,0.01,18.783531665802002
475,0,0.0,0.06,0.01,18.783531665802002
476,0,0.0,0.06,0.01,18.783531665802002
477,0,0.0,0.06,0.01,18.783531665802002
478,0,0.0,0.06,0.01,18.783531665802002
479,0,0.0,0.06,0.01,18.783531665802002
480,1,0.05,0.07,0.01,18.783531665802002
481,0,0.05,0.07,0.01,18.783531665802002
482,0,0.05,0.06,0.01,18.783531665802002
483,0,0.05,0.06,0.01,18.783531665802002
484,0,0.05,0.06,0.01,18.783531665802002
485,0,0.05,0.06,0.01,18.783531665802002
486,0,0.05,0.06,0.01,18.783531665802002
487,0,0.05,0.06,0.01,18.783531665802002
488,0,0.05,0.06,0.01,18.783531665802002
489,0,0.05,0.06,0.01,18.783531665802002
490,0,0.05,0.06,0.01,13.645397424697876
491,0,0.05,0.06,0.01,13.645397424697876
492,0,0.05,0.06,0.01,13.645397424697876
493,0,0.05,0.06,0.01,13.645397424697876
494,0,0.05,0.06,0.01,13.645397424697876
495,0,0.05,0.06,0.01,13.645397424697876
496,0,0.05,0.05,0.01,13.645397424697876
497,0,0.05,0.05,0.01,13.645397424697876
498,0,0.05,0.05,0.01,13.645397424697876
499,0,0.05,0.05,0.01,13.645397424697876
500,0,0.0,0.05,0.01,13.645397424697876
501,0,0.0,0.05,0.01,13.645397424697876
502,1,0.05,0.06,0.01,13.645397424697876
503,0,0.05,0.06,0.01,13.645397424697876
504,1,0.1,0.07,0.01,13.645397424697876
505,0,0.1,0.07,0.01,13.645397424697876
506,0,0.1,0.07,0.01,13.645397424697876
507,0,0.1,0.07,0.01,13.645397424697876
508,0,0.1,0.07,0.01,13.645397424697876
509,0,0.1,0.07,0.01,13.645397424697876
510,0,0.1,0.07,0.01,13.645397424697876
511,0,0.1,0.07,0.01,13.645397424697876
512,0,0.1,0.07,0.01,13.645397424697876
513,0,0.1,0.07,0.01,13.645397424697876
514,0,0.1,0.07,0.01,13.645397424697876
